SE_ID,chr,start,end,eRNA_count,mean_BRCA,mean_LUAD,mean_SKCM,F_statistic,p_value,p_adj_BH
chr19:33558439-33571686,chr19,33558439,33571686,8,-0.00983921511475886,0.0280615190859942,-0.0180661259535399,0.809380858369294,0.445903536222347,0.471478448574604
chr5:146804626-146833012,chr5,146804626,146833012,3,0.0540480737625563,-0.0292335927389212,-0.0256723869563751,0.809074354498326,0.446040569761016,0.47160012389885
chr17:17293504-17325895,chr17,17293504,17325895,2,-0.0300455599364717,-0.0247403038133458,0.0552627773996039,0.808541519088798,0.446283114662111,0.471833339253626
chr3:139001838-139049542,chr3,139001838,139049542,3,-0.0158142432858722,-0.0365829752802131,0.052648238300781,0.808338355039596,0.44637144124209,0.471903492176045
chr17:40540686-40550927,chr17,40540686,40550927,2,0.00227548889840497,0.0462518391388262,-0.0485634469086325,0.807713722546205,0.446645661321511,0.472170154961709
chr15:81202218-81212335,chr15,81202218,81212335,4,-0.0422364053035796,0.0339617877753154,0.00894503666006708,0.807638275092321,0.446694969737757,0.47219903849278
chr22:17586944-17588517,chr22,17586944,17588517,5,-0.0184708934649265,0.0510102593172083,-0.0322461770671217,0.807393342697213,0.446788802316645,0.472274983135869
chr1:116569743-116573887,chr1,116569743,116573887,3,-0.0294312010028752,0.0539754724286131,-0.0240771095050575,0.805859063594502,0.44747236787957,0.47297426275651
chr7:105332184-105333156,chr7,105332184,105333156,2,0.0556105937089024,0.00772166463078048,-0.0642149661763321,0.805455102749903,0.447653319316148,0.473142241090202
chr3:50369685-50373708,chr3,50369685,50373708,20,0.0532222329571013,-0.00497576813864664,-0.0490912621669795,0.804992712762983,0.447867000241432,0.473344794261366
chr13:52327359-52329394,chr13,52327359,52329394,10,0.0380062839029452,0.0259687118066339,-0.0645782700572463,0.804127431341195,0.448259632354448,0.473736449368984
chr20:47939633-47980314,chr20,47939633,47980314,4,0.0373340567668903,-0.011078895608605,-0.0268477652339504,0.803890580459586,0.44834967847666,0.473808298215973
chr1:246730191-246754714,chr1,246730191,246754714,8,0.0223033869719637,-0.0259875103783533,0.00333010139096093,0.803380378315105,0.448580319075486,0.474028710528647
chr21:46285911-46292669,chr21,46285911,46292669,41,0.00370850350367512,-0.0553935870900693,0.0516262184514157,0.803138550932611,0.448690616312932,0.474121936853769
chr16:87377471-87380680,chr16,87377471,87380680,14,0.0180953387130307,-0.0382543889421894,0.0198718226305394,0.802494888174543,0.448974131684499,0.474398180959756
chr3:47456770-47458512,chr3,47456770,47458512,10,0.0468733590660123,-0.0335802659730503,-0.0140371146654387,0.801817161018106,0.449277144428613,0.4746949983221
chr3:100238552-100273953,chr3,100238552,100273953,3,-0.0476049632115715,0.0561248830922618,-0.00776428554399833,0.801588218456316,0.449384139891225,0.474784689710932
chr5:133325034-133326446,chr5,133325034,133326446,4,-0.00386907663647752,0.0430905604259506,-0.0391600698746083,0.801123127939237,0.449585945367801,0.474974536310899
chr20:33517493-33519039,chr20,33517493,33519039,6,-0.00562721741584526,0.0504075337353691,-0.0446909954081601,0.801065971800121,0.449613532743387,0.474980316907513
chr12:110035167-110100568,chr12,110035167,110100568,7,-0.0139306466525981,0.0302997594859509,-0.0161479914579143,0.800852069837914,0.449707843324885,0.475056581136617
chr17:29286967-29291853,chr17,29286967,29291853,22,0.0542058233251716,-0.0129414577066012,-0.0421247755126181,0.799113507441277,0.450506378945451,0.475876721454429
chr7:2834879-2853846,chr7,2834879,2853846,1,-0.0451982043980591,-0.0358851951040973,0.0818008313179985,0.797908407905568,0.451037073300949,0.476413870224978
chr6:11717747-11723482,chr6,11717747,11723482,2,-0.00683459558651936,0.0536412555103169,-0.0466981742795682,0.797324795729215,0.451289619576474,0.476657183025668
chr16:81904640-81914415,chr16,81904640,81914415,3,-0.023709046416245,0.045467587588639,-0.021382207102293,0.796660784853104,0.451593502261495,0.476954691323832
chr17:55927517-55938504,chr17,55927517,55938504,10,0.0357561265653657,-0.00764324334512313,-0.0286804407847717,0.795860724371813,0.451948192806463,0.477305828919375
chr19:3700577-3708007,chr19,3700577,3708007,4,-0.037666667368411,0.0239691649852978,0.0142953859921354,0.79518353846245,0.45225262772911,0.477603859258401
chr6:154628002-154651055,chr6,154628002,154651055,6,-0.00573589575828139,0.029944201131526,-0.0241172594088271,0.794761527236029,0.452442971973089,0.47778138012912
chr12:124826720-124827451,chr12,124826720,124827451,4,-0.0163271983714827,-0.0365199553014926,0.0531063155518882,0.7945555577277,0.452540580217797,0.477860958814968
chr19:1092445-1093629,chr19,1092445,1093629,8,0.045938536766267,-0.0449684618040257,-0.00169925808551613,0.7938989908262,0.452831554277381,0.478126152314907
chr4:106111960-106123397,chr4,106111960,106123397,1,-0.0416714153768069,0.0760886065682998,-0.0337557401537651,0.793890787180474,0.452836246414189,0.478126152314907
chr14:91252772-91275799,chr14,91252772,91275799,6,-0.0305695625461505,0.00832042052698692,0.0227343731706898,0.79359943699834,0.452971498093071,0.478245446098952
chr5:125769778-125781073,chr5,125769778,125781073,1,0.0323035981104121,0.0420517483202631,-0.0748681019562368,0.792432953415978,0.453492661123357,0.478772151744892
chr10:13913275-13946776,chr10,13913275,13946776,7,-0.014655864484926,-0.0153401577225183,0.0302286549770463,0.791245337450507,0.454032624001853,0.479318652462043
chr4:107231845-107236601,chr4,107231845,107236601,3,0.0263064076870341,0.0193357858270913,-0.0460597555409035,0.789344391268627,0.454898637418205,0.480209291512941
chr21:45731066-45731888,chr21,45731066,45731888,4,0.017222894304743,-0.0605604093742468,0.0430641357948264,0.788703026547938,0.455182201560957,0.480485016363151
chr6:158366209-158390726,chr6,158366209,158390726,5,-0.0297387913990593,-0.000414479046491305,0.0306253147534715,0.787772314419648,0.455603567061803,0.480906168466425
chr2:25806661-25817658,chr2,25806661,25817658,8,0.0133665468203885,-0.0300816373926496,0.0165029231624142,0.78727414282092,0.455835419844563,0.481127251425284
chr14:91239386-91246982,chr14,91239386,91246982,2,-0.0145389978664472,-0.0384452850109295,0.0532150606212889,0.786836846978518,0.456027140366478,0.481305955754624
chr9:116208856-116222420,chr9,116208856,116222420,2,0.0157390932367532,0.0367317006735902,-0.052720620787118,0.786729383955147,0.45607611228121,0.481333988376587
chr17:37995877-38020273,chr17,37995877,38020273,3,-0.035137547219693,-0.00800583668992049,0.043701122754371,0.785928360688663,0.456445822302984,0.481700502461854
chr15:50303214-50310986,chr15,50303214,50310986,1,0.0741428092007173,-0.0396516600700832,-0.0356680191179482,0.785039683306347,0.456847907143974,0.482101144935688
chr8:29053816-29076322,chr8,29053816,29076322,1,-0.0325821949988719,0.0763228187145826,-0.0432234460173158,0.782438461151023,0.458030696881241,0.483325567578166
chr10:116361820-116370288,chr10,116361820,116370288,1,-0.0717611587511333,0.0459511045057276,0.026949120257327,0.781946096727242,0.458254343365927,0.483537807431955
chr8:129162534-129219173,chr8,129162534,129219173,16,0.0319570857913998,-0.0130318159860651,-0.0194325251353562,0.781793688114146,0.458337021318342,0.483601287489758
chr7:150726941-150728228,chr7,150726941,150728228,9,0.0249274130700045,0.0285961029985583,-0.0539191892918963,0.78171154515587,0.458362915342365,0.48360485030497
chr16:77304377-77315925,chr16,77304377,77315925,2,-0.000547584649798568,-0.0443188321535872,0.0448751086232246,0.780489250614897,0.458919486229274,0.484168286375503
chr5:137150386-137194017,chr5,137150386,137194017,6,-0.0320906453997128,0.0178839650274989,0.0147160556960193,0.780117758385133,0.459096240883261,0.48433097384074
chr8:67430859-67474310,chr8,67430859,67474310,4,-0.000923804806898075,-0.0326623896135812,0.0336008579888438,0.779022164719958,0.459595875203101,0.484834255697087
chr9:117822381-117825096,chr9,117822381,117825096,8,-0.00730339846075671,-0.0476242417080231,0.055043567128474,0.778632382920633,0.459773022759751,0.484997308929822
chr19:47593546-47596906,chr19,47593546,47596906,4,0.0352975858068522,0.000349576939440934,-0.036207441886084,0.778231892463051,0.459952649146971,0.485152540608487
chr7:104719510-104722035,chr7,104719510,104722035,4,7.60746040247047e-05,-0.0352064470393276,0.035129164901906,0.778217352341316,0.459965359774178,0.485152540608487
chr7:116855379-116858979,chr7,116855379,116858979,4,-0.0461857838316594,0.0183365747434874,0.0285823167680402,0.777711031715035,0.46019977197342,0.485366186792791
chr3:58158082-58163827,chr3,58158082,58163827,5,-0.0182122898315373,0.0391783639322925,-0.0206769901351743,0.777668751251788,0.460213112997551,0.485366186792791
chr12:94209985-94220395,chr12,94209985,94220395,1,0.0437519813762659,0.0298956356855974,-0.0743420929567249,0.777564074317126,0.460257970264185,0.485389660071884
chr19:42947300-42964900,chr19,42947300,42964900,2,-0.0252721464094275,-0.0283760566826502,0.0540493482731801,0.777224665370978,0.46041541915251,0.485531864732322
chr13:47127938-47224236,chr13,47127938,47224236,20,-0.0282343987222737,-0.00207645497033414,0.0307590187516924,0.776960476894154,0.460542093132819,0.4856416032903
chr3:36906071-36915517,chr3,36906071,36915517,2,-0.0040012837584881,-0.045077669738435,0.0491424659375351,0.776759149308883,0.460630894710525,0.485711396587683
chr7:36713714-36726204,chr7,36713714,36726204,1,-0.0500107350159134,-0.025658082645774,0.0764626388524163,0.775880652053197,0.461033358333805,0.486111907159661
chr17:75319993-75369172,chr17,75319993,75369172,30,-0.00635804329791138,-0.0134960125743904,0.0199549771944918,0.775484829010126,0.461211793074664,0.486276174760165
chr3:141820783-141844891,chr3,141820783,141844891,3,-0.00129189722433594,0.0395907097591771,-0.0382783062296924,0.774662824566812,0.461592008230631,0.486653161885488
chr9:93933103-93943830,chr9,93933103,93943830,2,0.0551976881708761,-0.0017398660837428,-0.0543339758676229,0.774132673265021,0.461833207882903,0.486883556140835
chr4:39591439-39594193,chr4,39591439,39594193,11,0.0338387539428352,0.00915448309476411,-0.0435303601160548,0.773663254289147,0.462066358005918,0.487105442050415
chr10:99416831-99422564,chr10,99416831,99422564,4,-0.0379457263720788,0.0157865469334245,0.0227614925556728,0.773358578600962,0.462193749936957,0.487215822489252
chr14:95942273-95982373,chr14,95942273,95982373,5,-0.0325611743044275,0.0169030967582389,0.0161749215827673,0.772476610506117,0.462604741993883,0.487625130984178
chr17:33600774-33614200,chr17,33600774,33614200,11,-0.0273039342165239,0.0250567403317669,0.00268058966597176,0.771299049997677,0.463138852311449,0.488144013124928
chr1:201694143-201702434,chr1,201694143,201702434,7,0.0164577539760903,0.0204884602081421,-0.0372074483743271,0.771295688600078,0.463142457300678,0.488144013124928
chr11:35551948-35600878,chr11,35551948,35600878,6,0.0189339932616733,0.0148168236804511,-0.0340513565177054,0.770990070842438,0.463281498486654,0.488266598439388
chr13:49107469-49144675,chr13,49107469,49144675,5,0.0141050478616444,-0.035483607041011,0.0211546695307689,0.770211282687417,0.463640531410926,0.488621016394939
chr13:50071453-50080671,chr13,50071453,50080671,4,-0.0127094574642977,-0.0258028866253362,0.0387140815096989,0.769427674241538,0.464007582751066,0.488959857452757
chr9:21699669-21712324,chr9,21699669,21712324,4,-0.0307372523094748,-0.0130443806072216,0.0442695258104981,0.769420839240975,0.464005938017995,0.488959857452757
chr15:60850700-60884486,chr15,60850700,60884486,15,-0.00729100866012542,0.0273987382342904,-0.0199919992779721,0.768139592301671,0.464610498138026,0.48957117400208
chr17:47700338-47713459,chr17,47700338,47713459,5,0.00154295422770539,0.0301130979343933,-0.031680543499046,0.767724126134864,0.464792362022622,0.489738780314962
chr13:72084056-72102756,chr13,72084056,72102756,1,-0.0685289456525372,0.0438229385343046,0.0257937681603383,0.767130820117202,0.465069952392628,0.490007229569097
chr8:55065542-55093556,chr8,55065542,55093556,14,-0.00626742834941546,-0.0201527859258277,0.0265196972649167,0.767067099455306,0.46510194465112,0.490016897977537
chr17:2861188-2865442,chr17,2861188,2865442,3,-0.0226674775440148,0.0534943937677154,-0.0304671149928425,0.76692053710626,0.465162758329727,0.490056929296946
chr7:94664642-94697481,chr7,94664642,94697481,2,-0.0378771528206129,0.0468329492750897,-0.00835457180653058,0.766768052605957,0.465235049129318,0.490109047439563
chr2:98529680-98543789,chr2,98529680,98543789,1,0.063969159311709,-0.0630125997628482,-0.00197194302999858,0.764521051596946,0.466275946419183,0.491181503886835
chrX:117630136-117676588,chrX,117630136,117676588,12,-0.0248883126240743,0.0165848876474997,0.00869847755791001,0.763418260392729,0.466790984031226,0.491689492168665
chr12:923080-926525,chr12,923080,926525,2,-0.00883020461249438,0.050468362639439,-0.0414979960489687,0.76338364998897,0.46680396448848,0.491689492168665
chr7:29332679-29372425,chr7,29332679,29372425,7,-0.0172731027703498,0.0322902892208883,-0.0147430102160883,0.761756476148794,0.467564145190007,0.492466046110822
chr17:27384334-27400428,chr17,27384334,27400428,16,0.0383656526780712,-0.015741082485456,-0.0232335488065532,0.760493091816872,0.468150210981417,0.493059144823847
chr17:38451858-38452855,chr17,38451858,38452855,4,-0.0502585143730972,0.00112785432306369,0.0499284142464319,0.760270301838547,0.468256220090706,0.493146611037517
chr3:63899001-63937955,chr3,63899001,63937955,6,-0.0359204555575075,0.0182421552296058,0.0182484662891316,0.760176395920203,0.468300202561263,0.493168748181242
chr3:9922038-9932138,chr3,9922038,9932138,4,0.0248798258417167,-0.0361573123089862,0.0108825685967654,0.759223037307996,0.46874466052405,0.493612604759746
chr1:78435799-78444469,chr1,78435799,78444469,4,0.0391990186997642,-0.0112271708789191,-0.028594054466873,0.755510369984164,0.470479405599747,0.495415090903401
chr17:35851833-35861401,chr17,35851833,35861401,3,-0.036762062665403,0.0365542652172729,0.000791322252341973,0.755195946499155,0.470626466726414,0.495545650138903
chr6:24709239-24714446,chr6,24709239,24714446,29,0.0284645758711693,0.0249065476637566,-0.0538229421995492,0.754885541236781,0.470780902189174,0.495683960992102
chr16:86685249-86702249,chr16,86685249,86702249,2,0.0327719514924642,0.0160465659622999,-0.0493387071609929,0.754290934371708,0.47105751259133,0.495950889647727
chr4:143599293-143646892,chr4,143599293,143646892,2,0.0345127737967474,0.0190249186407599,-0.0540855142438042,0.753951948342682,0.471210433538207,0.496087572602945
chr2:10421117-10436073,chr2,10421117,10436073,3,0.00441803888763586,0.0443569588216454,-0.0488451253106722,0.753221568839739,0.471556467800556,0.49642754075548
chr2:97532767-97533415,chr2,97532767,97533415,5,-0.0111154898573779,-0.0526748902354481,0.0639668164397693,0.752873643786082,0.471724955524318,0.496580573953327
chr2:9554485-9558655,chr2,9554485,9558655,19,-0.00725742831566363,0.0406838166018089,-0.0333111910112922,0.751927985515613,0.472167868052081,0.497022462488582
chr9:95726735-95736664,chr9,95726735,95736664,1,0.0712523385110072,-0.0195803737795971,-0.0528029542315837,0.751421902201052,0.472399026390274,0.497241417848653
chr9:135932395-135933101,chr9,135932395,135933101,5,-0.0219169251960934,0.0503502472429231,-0.0280854343453041,0.750407505083173,0.472876878442889,0.497720005798477
chr18:46238166-46284190,chr18,46238166,46284190,2,-0.011067634734785,-0.0393452459036368,0.0505885573802477,0.750319310256408,0.472918513811082,0.497739435515074
chr15:38902869-38963948,chr15,38902869,38963948,8,-0.0259755162710423,0.0121787428787489,0.0142090831743736,0.749874059566756,0.473128672693932,0.497936223033645
chr6:108042297-108053078,chr6,108042297,108053078,2,-0.0509728503543655,0.0299345281661866,0.0218474150509488,0.748576812380365,0.473742797723656,0.498558117733779
chr6:28945647-28953880,chr6,28945647,28953880,5,-0.0256554695344648,-0.0120777004854618,0.0381403996950766,0.748510823137696,0.473771091740372,0.498563464026065
chr3:33166171-33171331,chr3,33166171,33171331,2,-0.0246011463534332,-0.0267622749346196,0.0517539156746152,0.747275220627112,0.474354184172092,0.499152612124646
chr9:138911426-138941382,chr9,138911426,138941382,6,0.0167297208124115,0.0157143003247181,-0.0327095722611369,0.746980705488175,0.474494900436462,0.499276222462098
chr1:23504401-23516893,chr1,23504401,23516893,5,-0.00362193128377736,0.0296452681215779,-0.0259658458650421,0.743704327508553,0.47604684599807,0.500884681143471
chr20:32979009-32981476,chr20,32979009,32981476,2,-0.0408245089284474,-0.0303141495727324,0.0717866665794099,0.742990583584403,0.476386287521741,0.501217278063216
chr20:1619200-1626582,chr20,1619200,1626582,4,-0.0488110025762301,0.00496530250267506,0.0446204778922269,0.742609176786314,0.476580439261929,0.501396987069092
chr2:191996726-192011239,chr2,191996726,192011239,1,-0.0361639832709022,-0.0380151381598722,0.0747531529112649,0.74239773940483,0.476665669515499,0.501462090824608
chr6:37013277-37058988,chr6,37013277,37058988,8,0.020832165161545,0.00395123912771909,-0.0251140735775436,0.742262804078592,0.476729131778807,0.501504288950502
chr1:28447932-28469148,chr1,28447932,28469148,4,-0.0146645277281006,0.0390357956266967,-0.0241384976171974,0.742101744874425,0.476805919954143,0.501560500703097
chr7:43698843-43705157,chr7,43698843,43705157,7,-0.0376901910073484,0.0240978474608224,0.0141906005466436,0.741083406990987,0.477292030662235,0.502047259405075
chr9:101982620-101983161,chr9,101982620,101983161,6,-0.0033569980169581,0.0453028450214788,-0.0418925613217092,0.740967805560453,0.477346312531333,0.502079766601471
chr17:66522153-66523625,chr17,66522153,66523625,4,-0.0399953673454967,-0.0119821467354898,0.0526123611817097,0.740826653283611,0.477411900433555,0.50212416188107
chr6:155411613-155442950,chr6,155411613,155442950,6,0.0214394202522725,0.00870006962044418,-0.030479798130689,0.739445148020732,0.478068536783113,0.502790165246115
chr8:49469101-49502861,chr8,49469101,49502861,2,0.0336128444270368,0.0176311378890419,-0.0517775195292054,0.739192572238533,0.478189700942038,0.502892968716686
chr20:22470026-22517843,chr20,22470026,22517843,4,-0.0291013671109137,-0.00588454461930679,0.0354478381922991,0.738847167326871,0.478353620487858,0.503040724047286
chr19:38724669-38734575,chr19,38724669,38734575,5,-0.00467486018151303,-0.0263278709473812,0.0310769352587599,0.738348709904217,0.478594620730518,0.503269519654786
chr8:126168614-126194245,chr8,126168614,126194245,1,0.0384852754259949,0.0290494982843753,-0.0681456510980844,0.737042551223324,0.479218006436786,0.503900373279944
chr3:129390207-129406920,chr3,129390207,129406920,6,0.0170826670283909,0.0148593976458594,-0.0322132181191451,0.736913253584314,0.47927541752561,0.503936068843509
chr9:75142355-75173681,chr9,75142355,75173681,13,0.00441943025223437,0.015931550422524,-0.020421130361302,0.735766356421022,0.479824480662001,0.504488685131336
chr2:102687093-102720923,chr2,102687093,102720923,3,0.0455014924288584,-0.0156115854942818,-0.0306121528461453,0.733965711591693,0.480696012432542,0.505380275064309
chr11:1785355-1798060,chr11,1785355,1798060,8,-0.040776882518632,0.00347698020014581,0.037947154421957,0.732515058739622,0.481381218499365,0.506075893568499
chr14:68703356-68758501,chr14,68703356,68758501,8,0.00159664696089464,0.0232200038251333,-0.0248419943885807,0.732329063606734,0.481478622641315,0.506153518280348
chr11:130247051-130253971,chr11,130247051,130253971,1,0.0720974419891817,-0.0355137948385357,-0.0377280509917448,0.731999765806052,0.481628185546187,0.506285964513507
chrX:128940562-128944781,chrX,128940562,128944781,5,-0.0263326648269227,-0.0190890525234965,0.0458396961571946,0.731860137072292,0.481700354574273,0.50633704557516
chr7:38351509-38356518,chr7,38351509,38356518,13,-0.0367896852200183,0.022156500797644,0.0152171476798355,0.731777160184272,0.481737620584898,0.506351435291041
chr5:137904838-137906388,chr5,137904838,137906388,7,-0.00985600682531788,0.0429179851035042,-0.0329055337254035,0.731050276866685,0.482090055433197,0.506697079403875
chr9:95947992-95991878,chr9,95947992,95991878,4,-0.00427873640111225,-0.0290257687590494,0.0333724216109728,0.729842875764284,0.482666201796455,0.507277808465009
chr11:34483036-34485552,chr11,34483036,34485552,5,0.0364497055163156,0.00325809326254608,-0.0402863655330895,0.72890553560044,0.483115778899895,0.507725464055248
chr17:66521199-66521795,chr17,66521199,66521795,6,-0.0552388672699457,0.0325931877995688,0.023522486887359,0.728631845808324,0.483253818045564,0.50784568430614
chr12:111844181-111855823,chr12,111844181,111855823,2,0.00347996487952972,-0.0481697698537148,0.0446345674364165,0.728560662542447,0.483288671989451,0.507857461998113
chr17:38683354-38709921,chr17,38683354,38709921,18,0.0344958268428786,0.00206430329959279,-0.0371076829495008,0.728263439302005,0.483441953269067,0.50799368023679
chr7:142181116-142190538,chr7,142181116,142190538,2,-0.0041817336322942,-0.0476759274636784,0.0519240378202947,0.727804446825698,0.483649438728168,0.508186839313349
chr6:90686288-90710841,chr6,90686288,90710841,3,-0.00480413416014072,0.0386344465727705,-0.0337540563148495,0.726126284579245,0.484454398905384,0.509007735692526
chr7:104681570-104702265,chr7,104681570,104702265,4,0.0189385744711315,0.0169878863888272,-0.0362270731531508,0.725235881513263,0.484890129694199,0.509440627895622
chr5:149460687-149465842,chr5,149460687,149465842,2,-0.0110595336629644,0.0501235846296598,-0.0388885028133145,0.724987788213771,0.485003612492846,0.509534930563462
chr10:98066552-98078009,chr10,98066552,98078009,3,-0.00858748016761967,-0.0344512357072103,0.0431750250838398,0.724831583316982,0.485080214114693,0.509590479286894
chrX:130862240-130883234,chrX,130862240,130883234,13,0.0174590830628964,-0.0354367266285656,0.0177005152630835,0.724485328150578,0.485265996917907,0.509760714884123
chrX:153225965-153226893,chrX,153225965,153226893,6,0.0216239092954968,-0.0520533519132987,0.0300862059623184,0.723888299080102,0.485544483609264,0.510028312358219
chr15:65011901-65031991,chr15,65011901,65031991,16,-0.0263997064706392,0.0130121886410245,0.0138065607894667,0.723208121344421,0.485872012099199,0.510347395894483
chr12:43171760-43193610,chr12,43171760,43193610,4,-0.0366544439962486,0.0206153173595468,0.0166209432080713,0.717818426700142,0.488480095762523,0.513061767248225
chr7:129594734-129601729,chr7,129594734,129601729,4,-0.00732141532361826,-0.0312809722991989,0.0387186005644601,0.716455448537198,0.489146848093468,0.513736948335048
chr8:23412418-23420539,chr8,23412418,23420539,1,-0.0384642010270845,0.0724666083544549,-0.0333918644539249,0.716292299149914,0.489222953758034,0.513791754418646
chr20:1352984-1353622,chr20,1352984,1353622,6,0.00407366566924917,-0.0519916609394224,0.0478533339103422,0.716108159021052,0.489319454467427,0.513867973380125
chr4:6885997-6910869,chr4,6885997,6910869,7,-0.0201624473946308,0.0268702583969303,-0.00638777215476679,0.715499241397159,0.489614865052726,0.51415306359952
chr11:34194954-34202132,chr11,34194954,34202132,1,-0.00997602421431958,-0.0590790159729463,0.0692133897779691,0.715124952364541,0.489796659774348,0.514318821785247
chr2:3466942-3469268,chr2,3466942,3469268,8,-0.0416407899345637,0.0176863590369301,0.0246153958172283,0.71452704194518,0.490087451916999,0.514578809827668
chr2:33267324-33281300,chr2,33267324,33281300,3,0.0405198974038184,-0.0296808530247669,-0.0114822173537144,0.714514686330498,0.4900921709282,0.514578809827668
chr14:100848588-100872836,chr14,100848588,100872836,2,-0.00432312903546295,0.0468438226765178,-0.0424520725452542,0.714452055705506,0.490121519024846,0.514584467349268
chr9:71820330-71827364,chr9,71820330,71827364,2,0.00419154602796955,-0.0479250062298946,0.0436669277252916,0.713736209524772,0.490473250973202,0.514928582448622
chr20:60871368-60877049,chr20,60871368,60877049,20,-0.0186753643201009,-0.0244867603443949,0.043458559018783,0.712950876970196,0.490862248747967,0.515311785920426
chr18:33878063-33935402,chr18,33878063,33935402,5,0.0102708049439548,-0.0325203831701683,0.0220865495763088,0.712671891963747,0.490991272173128,0.515422041764615
chr5:172662460-172681093,chr5,172662460,172681093,1,0.0472685041819933,0.0221271690798369,-0.0701459669790043,0.712373466716516,0.49113665126958,0.515549455489578
chr6:91194787-91213312,chr6,91194787,91213312,1,-0.0410438816075194,-0.03344396528888,0.0751393370806482,0.711845904918881,0.49139853777565,0.515799149396785
chr4:699859-715964,chr4,699859,715964,5,0.00481500957957735,0.0276323249855174,-0.0325237632885801,0.709338058486592,0.492627449726608,0.517063812812939
chr6:28700781-28743593,chr6,28700781,28743593,15,-0.0262125756873651,0.0129488719860608,0.0136797763312635,0.709206207121846,0.492695059678438,0.51710950479958
chr17:733293-767027,chr17,733293,767027,15,0.0202664110994654,-0.00651098253574888,-0.0140771176287871,0.708508067192379,0.493032433984369,0.51743831043209
chr5:131602554-131606025,chr5,131602554,131606025,13,0.0561741624926429,-0.0214060457183946,-0.0356597701471472,0.708277565443485,0.493154582365861,0.517541215024266
chr10:101673939-101686667,chr10,101673939,101686667,4,-0.0348042532910475,0.00279225006577463,0.032564451690209,0.706388183731998,0.494074831721938,0.518481635927492
chrX:45629777-45684776,chrX,45629777,45684776,7,0.0145249833271429,0.0166061796256581,-0.0313617182437078,0.705733064434226,0.494397074767275,0.518794448369412
chr3:42218482-42226077,chr3,42218482,42226077,3,0.0261713660146981,0.0207095207591247,-0.0472963052819926,0.704046458223354,0.495227553212443,0.51964051985263
chr14:105342782-105344122,chr14,105342782,105344122,7,0.0512494270520094,-0.00566196358331669,-0.046400946437774,0.703284163537948,0.495616196508217,0.520022915257559
chr12:45707395-45724978,chr12,45707395,45724978,14,0.0269144132056259,-0.0241902688325362,-0.00315135728111503,0.702970988611646,0.495763154507708,0.520151698552127
chr11:34234024-34263922,chr11,34234024,34263922,6,-0.0219931193246213,-0.00861214138528698,0.0309543578420452,0.702097370567684,0.496192437440214,0.520576668404253
chr8:22431035-22432080,chr8,22431035,22432080,4,-0.0529114812951323,0.0242009724081911,0.0295503736694072,0.700746233421115,0.49685954331423,0.521251094751842
chr17:48826805-48827762,chr17,48826805,48827762,6,0.0483997622414726,-0.00097405034501966,-0.0481939620907595,0.699398801359481,0.497528444597914,0.52192733867188
chr14:104095931-104104614,chr14,104095931,104104614,7,-0.027413355237247,0.0139498267525427,0.0138986611075181,0.698173845963882,0.498133922828643,0.522536986450658
chr5:66476515-66478003,chr5,66476515,66478003,5,-0.00150116496841037,0.052485809456358,-0.0509608164725735,0.698080826569733,0.498192138004259,0.522572529812819
chr18:74255814-74269832,chr18,74255814,74269832,3,-0.0401191728933448,0.0144794352355857,0.0262765499259062,0.697014287075469,0.498715067905326,0.523095502705738
chr16:87417902-87419517,chr16,87417902,87419517,4,0.0395598247064633,-0.018073080565737,-0.0221146778662262,0.696800056558306,0.498817304069889,0.523177186087269
chr12:124873470-124882565,chr12,124873470,124882565,5,-0.0192970802154847,-0.0297740629108539,0.0493774459869029,0.696144518561655,0.499160278847031,0.523511344310855
chr9:115601077-115613039,chr9,115601077,115613039,3,-0.0155239278891076,0.0431242168563862,-0.0273538774134844,0.695735680219618,0.499345870491577,0.523680417039289
chr10:13901012-13912697,chr10,13901012,13912697,3,-0.0358840214698477,-0.000262843170198006,0.0367164522824242,0.693335519453968,0.500542024281181,0.524901981449472
chr4:79782723-79786101,chr4,79782723,79786101,1,0.0285205634916085,-0.0661139320155769,0.0371406611669588,0.693304705566187,0.500559551243965,0.524901981449472
chr19:15940248-15941965,chr19,15940248,15941965,2,0.0495101298481926,0.00763372062625463,-0.057929725551403,0.691584189424664,0.501426490932634,0.52578540893273
chr5:32010688-32037237,chr5,32010688,32037237,9,-0.0187880475202419,0.0263342157192233,-0.00724794522246938,0.6911506095815,0.50163725881511,0.525980735613539
chr9:137545425-137582658,chr9,137545425,137582658,3,0.0240571705160929,-0.0484779077183068,0.0240388773527529,0.69080876269278,0.501807819149777,0.526133886539726
chr17:47714271-47723378,chr17,47714271,47723378,4,0.0345768279985809,0.00661785960828612,-0.0417435261465277,0.688072220465318,0.503172572672017,0.527539045314958
chr2:239344754-239352883,chr2,239344754,239352883,4,-4.85600183369236e-05,-0.0333461674374583,0.0333954982497383,0.687613184165033,0.503403270312108,0.52775515163981
chr12:45584844-45594500,chr12,45584844,45594500,2,0.0337265069825679,-0.0470204423660636,0.0127585940028191,0.687196195671977,0.503614240731031,0.527950556361612
chr1:214531493-214537755,chr1,214531493,214537755,4,0.0443473863516932,-0.0170476950485018,-0.0280036180706792,0.686168284828598,0.504128949713039,0.528464342687765
chr11:44651324-44657523,chr11,44651324,44657523,7,-0.0278410101589236,0.0360139902946382,-0.00773105933954112,0.685034735308976,0.504699999078054,0.529037136033939
